Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
81174,tormento,freestyle,2006,hip hop,yeah yeah yeah yeah yeah vision come hiatus appreciate update playlist relate small fry bake potato hear flex throw tomatoes cansecos play ball remember game little fame fool attempt steal copy aware strong mind hard drive quick flimsy floppies archive begin heartbeat end like lord ring return gotta eye gollum smeagol sneak saga smeagol hobbit hobbit goblin goblin gandalf grey white save life create line cross save dim pay tithe accept handout gotta time mind stand plan like money cars clothe hoe strap shoe snap back tat crack white coupe slash fast cash hashtag need help need wealth shelf shelf felt sell record till message sweat sweat tamales block kamikaze straight wreck flock fly helicopters dive shoot pilot cockpit rid toss body survive part fly straight wreckage lose sirens tropic islands lot mileage walk giants talk private lose silence question logic guide profit eye flow violent talk poseidon squad pirate straight wreck,152,0.0006578947520107,0.2851951016598305,0.0910491314869166,0.0006578947914553,0.0904847317730598,0.0389620728135537,0.0006578947494165,0.0006578947723443,0.3151130940538431,0.000657894778514,0.1354731118988845,0.035828019082345,0.000657894764243,0.0006578947632521,0.0006578947806937,0.0006578947570985,0.5559406476768114,0.8220649693613311,0.4136540297731223,0.0,0.4332234130255565,0.8178121278662557,obscene,0.2
20905,the louvin brothers,today,1959,country,alabama beautiful sunlight field recent potatoes corn alabama crimson clover mingle place bear alabama hill valleys creeks sing laughter onward flow alabama sweet springtime sweet ferns wild flower winter snow alabama sweet shine like light beautiful alabama days childhood play toil sawmill alabama beautiful highways carve mountains love ones alabama golden flower welcome home sign hang gate alabama call footsteps haul longer stray alabama hold long hold come today,69,0.0015037594497222,0.0015037594508059,0.0015037595407562,0.0015037594887016,0.0015037593984965,0.0015037595451391,0.1569905570078269,0.0015037594275987,0.0015037594434233,0.3970897077317215,0.00150375955213,0.2151314403973538,0.0961669887519975,0.1135686736192119,0.0015037594718194,0.0015037594079051,0.5743528647243584,0.7203804835525471,0.5883530003544181,0.0,0.5816158285243198,0.3453248990358857,music,0.8714285714285714
21033,tex williams,smoke! smoke! smoke! (that cigarette),1960,country,fellow heart gold ways gentleman tell kind fellow wouldn harm flea certain character invent cigarette murder sonofagun degree course cause smoke reckon hinder health smoke life dead nicotine slave pettin party poker game gotta stop smoke cigarette smoke smoke smoke cigarette smoke death tell golden gate hat gotta cigarette game night dame doin right kings queen keep comin high bluff work certain keep raisin layin money raise raise sweat blood gotta sink swim finally call raise say ace bout say tell minute right gotta cigarette smoke smoke smoke cigarette smoke death tell golden gate hat gotta cigarette night date cutest little east state highbred uptown little dam say love bout like oughta hand hand stroll lover chunk smoochin party goin real nice help think kiss little squeeze say excuse gotta filter cigarette smoke smoke smoke cigarette smoke death tell golden gate hat gotta cigarette,144,0.0005847953287092,0.1166955176893798,0.000584795375246,0.0005847953765768,0.0005847953280197,0.0874517186867274,0.0728616971993016,0.1156249484753366,0.4570871067560045,0.0005847953370245,0.0005847953641053,0.0632073262954307,0.0005847953357685,0.0005847953770038,0.0005847953489901,0.0005847953264137,0.6404202317773205,0.7233802528010665,0.7510037660680383,0.0,0.8794311624072547,0.7167078691546722,obscene,0.8571428571428571
10858,mazzy star,taste of blood,1990,pop,taste blood lips wine silent minute little look taste taste fear seemingly convince smile taste blood lips wine time wait maybe take away demise demise slippin maybe easy know,29,0.0021929824653964,0.1704587713950258,0.0021929825511113,0.1346179612129892,0.0021929824583405,0.0452367800295598,0.3500979606362224,0.1961982535382645,0.0021929824890449,0.0021929824662989,0.0021929826277591,0.0021929825077302,0.0021929824605686,0.0021929827383262,0.0748814999795207,0.0021929824574286,0.4216397703888228,0.5321898315514191,0.0396576703390264,0.0564777327935222,0.2219703215169002,0.4444270932185268,romantic,0.4285714285714285
42377,the dells,there is,1968,blues,time place girl face hand touch need girl trouble heart free atake heed goodness hold follow listen baby today yeah yeah road fight fear years uhhuh believe believe baby girl baby precious time awastin baby wastin wastin coulda share share baby ounce command best understand whoa yeah baby time place yeah yeah girl face right hand touch uhhuh need baby,60,0.1624723900610375,0.0010741139516579,0.3611527410026797,0.0010741139835156,0.1825476018304578,0.0010741138633001,0.1255308557347311,0.0010741139044075,0.0010741138758908,0.0010741138879688,0.0010741139013915,0.0010741138794669,0.0577272631004326,0.0966056676672073,0.0010741139242035,0.0010741138574451,0.2862558215098018,0.5431120683024382,0.1465854885396471,0.0,0.7609233305853257,0.6676572881955872,world/life,0.7428571428571429
65198,israel vibration,be careful,1991,reggae,fight tell know right fight keep sight hawk hawk come hawk hawk come hawk fly try follow kill claim circle scan grind move wonder quit fear invasion head direction sure secure hawk economical crisis place face hawk fly carefully watch rest dig revenue gonna grind hawk come hawk careful walk joke leave break hawk things sure straight bait invasion nation economical crisis fight,63,0.0013850417007758,0.4824551918749943,0.0013850416073369,0.0013850416599487,0.0013850415617546,0.0013850415834455,0.0013850415566196,0.2649460764906656,0.0013850416440235,0.0013850415810863,0.0013850416464055,0.175532322543925,0.0013850415683532,0.001385041577309,0.0013850416723129,0.0013850415629855,0.8277916170258854,0.597902725431377,0.1114448910089267,0.0001255060728744,0.9093157460840888,0.584571610244484,violence,0.4142857142857143
74566,mötley crüe,home sweet home,1985,rock,know dreamer heart gold away high wouldn come home things go right mean wrong song feel leave heart feel bone night come long wind road home sweet home tonight tonight home sweet home know see romantic dream light fall silver screen heart like open book world read keep seam home sweet home tonight tonight free home sweet home home sweet home home sweet home home sweet home home sweet home yeah free home sweet home,75,0.0007309941832517,0.0139851285279822,0.0007309942135178,0.1003509195438196,0.0150493780074254,0.0007309941613554,0.0999182306885733,0.0572733817743693,0.0007309941705683,0.4250551850997716,0.0301799892121365,0.1132251164878982,0.0361965258123627,0.0007309942097678,0.0756191163919154,0.0272990750217748,0.2126069533196144,0.7492500576878701,0.0101395684132212,0.0,0.0900659521846661,0.6266149653522712,music,0.5
58161,voivod,nuclear war,1984,jazz,fast pure desolation blood brain hard destruction neutron rain holocaust scream deflect attack burn reload strees power blast command blood scream death creep weather start directives assassins warm inside shelter fell broil skin disappear blight atomic detention rat survival breed destroy deflagration track kill stop run evil radioactivity machine come night missiles stike save life dark loud attack nuclear realy tonite ride return home gonna machine save escape bomb face drive insane,72,0.0013495277250412,0.5897785201935951,0.0013495277985692,0.0013495277466977,0.0013495276659681,0.001349527756212,0.0013495277129677,0.0013495276940656,0.0013495277176148,0.0480779912412925,0.001349527795975,0.1304423322099574,0.0013495276800418,0.0013495276755958,0.0013495277511603,0.0013495276677603,0.1638687317231669,0.6719483116683331,0.0004718880239839,0.0070850202429149,0.0564715581203627,0.9279256769580791,violence,0.5142857142857142
35606,chris knight,heart of stone,2008,country,grow near flats people know hear highway guarantee nothin cryin daddy leave leave wonderin stand stare road guess miss dont know break promise break home dont break heart stone marry girl tennessee baby think shes fadin fast good dwell past break promise break home dont break heart stone momma comin home know daddy long tell momma break promise break home dont break heart stone drink daddy night say turn alright hear people sayin like father like dont think worry bout heart stone dont break heart stone dont break heart stone,90,0.0186965795640809,0.0007209805667664,0.0007209805757569,0.0007209806280295,0.0007209805388777,0.0701123069125504,0.0007209805704207,0.0779601047509853,0.0772072384304382,0.0817796809544885,0.1021029156537121,0.0007209805679171,0.0422412349413202,0.0477744348971023,0.3734428626608517,0.0211142272278391,0.4768764215314632,0.790221265030895,0.0287138842508878,0.0002257085020242,0.5929513602638087,0.7327243853862102,sadness,0.1714285714285714
22674,the youngbloods,tears are falling,1967,country,tear fall eye hurt lie wrong babe long walk believe little fool turn walk away listen people satisfy baby lord say mind leave yeah know kind believe little fool understand think hearts eye blind know second mind know feel babe real feel today fade away believe little fool,48,0.0702346712552896,0.0010741138854516,0.0010741139405899,0.0010741140017435,0.0270690740185191,0.1003451854650195,0.0010741138773291,0.40263533941441,0.0010741138826645,0.0010741138826558,0.0010741138785711,0.001074113895467,0.0010741140355882,0.0010741138828587,0.3461819212380465,0.0395703278726674,0.5256146431279108,0.6801528087583006,0.7369475270557503,2.611336032388664e-06,0.6980626545754327,0.6035912232694354,sadness,0.7571428571428571
81964,big daddy kane,'nuff respect,2017,hip hop,enter dragon start braggin taggin sayin baggin rappers bandwagon feel fury renegade slay send cause penetrate bein best lyric dress mess press better fess cause rapper go start screamin like witness glare appear compare seat rear child gotta understand sittin sittin sittin friar come higher messiah sparkin like live wire retire comp burn like blow hard like piyah hand fold cause total control grab hold lyric commercial,67,0.0013850416344906,0.0013850416232458,0.0264691736233718,0.0013850415620912,0.0013850415582521,0.0013850415962789,0.0013850418051187,0.0013850416351174,0.581224121379718,0.0013850415806705,0.0013850416401558,0.0704922355978472,0.0740423381126177,0.0661304152601452,0.001385041599088,0.0485404138701874,0.806130185205242,0.5551624234033279,0.0047981975885517,7.074898785425102e-05,0.8917971970321517,0.6105984491207332,obscene,0.0428571428571428
47849,blind boy fuller,i crave my pig meat,1992,blues,pigmeat take today today crave pigmeat take today today crave ash dust dust woman trust pigmeat take today today crave mean crave pigmeat kick today today crave pigmeat kick today today crave little little shake pigmeat kick today today crave mean crave pigmeat kick today today crave pigmeat kick today today crave look road woman blue pigmeat kick today today crave mean crave pigmeat kick today today crave pigmeat kick today today crave ash ash sand sand woman door pigmeat kick today today crave mean crave,86,0.0009398496272668,0.0009398496665116,0.5553833148997299,0.0009398496275682,0.0009398496244238,0.0492476544934121,0.0436664610688546,0.0009398496554205,0.1271424423282524,0.0009398497247356,0.2114022318888986,0.0009398496646025,0.0009398499311653,0.000939849640985,0.0009398496465449,0.0009398496308122,0.6003465829091303,0.5097812988744455,0.9959839317107748,0.0009068825910931,0.5816158285243198,0.2312072208861778,world/life,0.4
37721,dierks bentley,say you do,2014,country,worry damage word roll tongue lie mean care need little buzz baby buy couldn tonight heart bend truth couldn mess head steal tshirt wreck night long like couldn yeah baby beg lead feel good arm mind little smoke get eye baby hand lie couldn tonight heart bend truth couldn mess head steal tshirt wreck night long like couldn worry damage word roll tongue lie couldn tonight heart bend truth couldn mess head steal tshirt wreck night long like couldn,79,0.0459567374592362,0.3387590261644413,0.0007518797200653,0.1415146672089804,0.0235860633315028,0.0588262483966184,0.0007518797849807,0.124103223539244,0.000751879743952,0.0007518797105665,0.0379327269416303,0.0007518797254975,0.0007518797020252,0.0187319943813581,0.1478156816579689,0.0226870821622496,0.4497996317556592,0.7048432171884214,0.1224890788042959,0.0016902834008097,0.4579554822753504,0.7377295467085658,violence,0.0857142857142857
2227,jay & the americans,cara mia,1964,pop,goodbye time heart want darling hear prayer fair till time goodbye time heart want darling hear prayer fair till time time heart want darling hear prayer fair till time,29,0.0019493177436008,0.0019493177798657,0.0019493177654872,0.2370559436031697,0.0019493177389526,0.0019493178452774,0.4962931969340514,0.0019493177828936,0.0019493177562454,0.1195960890301352,0.0019493177638586,0.001949317785192,0.0019493177405766,0.0019493177412614,0.0019493178411342,0.0019493177388514,0.3295786851510885,0.6734097377124836,0.2911639469517539,3.208502024291498e-05,0.5166941467436108,0.7076985787744322,romantic,0.8
7139,ian hunter,just another night,1979,pop,huntermick ronson fuzz line think gonna night night long black face go reefer madnessput poor jail night yeah night easy chrome body folks night night night life head sawbones wreck chair say like room downstairs night night papa pull hair intrigue get league night night spend baby grow stupid night night night life night hang slow like hotel hells bell roller wanna dance night night night life felt shade gonna long get craze head spoutin noodles say plead say touch bleed night night night night night night night night night night night night night night,95,0.0156864966483849,0.0847178082864101,0.0526217572272711,0.5109424050839999,0.0148857797874672,0.0119927629967919,0.0007209806119403,0.0007209805685667,0.0007209805583921,0.000720980542432,0.1547349575745838,0.0581494524867702,0.0007209805614176,0.0254916578438262,0.0007209805494576,0.0007209805860281,0.617675728365645,0.7518139630284849,0.0022680745663399,0.0004301619433198,0.9855729596042868,0.8588544507095716,night/time,0.5857142857142857
50708,gov't mule,endless parade,2006,blues,primadonna premonition feel like preachin choir superstar fill superstition pull mire dream finally reach careful wish practice preach circus come guess stay like endless parade people like ghost maybe see real feel touch strangers stare silence think know mind place jump game design dawn sunset fade like endless parade music music music implode inside brain life choose finally drive insane psychophantic tirades head ammunition sight enemies lose position reluctantly face gameface fantasy marathon heart break people betray dawn sunset fade circus come guess stay like endless parade,87,0.0009930487470657,0.2464186404217183,0.0553305916475333,0.000993048719239,0.0009930486607409,0.0009930486598634,0.0009930487416324,0.1053375099210857,0.00099304873699,0.0706047588677023,0.0009930487462609,0.0009930487261271,0.037321527339715,0.1046696677072505,0.3315663784388699,0.0378273896629913,0.5386115022202967,0.7016383355126528,0.196786342154962,0.0012753036437246,0.5496702390766695,0.6606500623442894,sadness,0.2
75965,iron maiden,fear of the dark,1992,rock,walk walk dark road night stroll light begin change feel little strange little anxious dark fear dark fear dark constant fear near fear dark fear dark phobia finger wall felt neck skin crawl search light scar look corner room sense watch lyric commercial,43,0.001315789477309,0.3758829611733358,0.0417661836918325,0.0013157895028153,0.0013157894739243,0.0507684640607334,0.0013157894953308,0.0013157895126558,0.0013157894933881,0.0013157894802171,0.0433613696861291,0.4197935523273026,0.0013157895141672,0.0013157895410187,0.0013157895564292,0.0013157896812169,0.2667605328712228,0.7688126554367611,0.000740964599362,0.0014271255060728,0.2096042868920032,0.8668627088253406,violence,0.4
9665,cutting crew,i've been in love before,1986,pop,oooh oooh catch breath close eye believe word things say overhear wrong inside hit minute oooh know hardest touch look dangerous dance small word feel like run away reach limit hardest hardest hardest,33,0.0022883295330361,0.0022883296667127,0.0022883296407008,0.002288329707597,0.0022883295256796,0.002288329526585,0.0022883298234693,0.4202744846258985,0.0022883296343941,0.0022883295717015,0.0022883296620484,0.2168518775996375,0.0022883295344206,0.0022883298284628,0.326260363379357,0.002288329752703,0.4627964908480451,0.572468784452478,0.0564247554465416,0.01082995951417,0.8619126133553173,0.568555094012946,sadness,0.4857142857142857
75942,pantera,fucking hostile,1992,rock,face break picture tube fit attitude shelf verbal masturbate promise nauseate today play nonparent rule know believe evil make make friends meet right bleed teach turn make fuck hostile stand truth right wrong boundaries miss point arrest joint wonder hundreds people write ticket jump play public servant serve protect state bust punks rape steal murder leave cross shake hand like bleed teach turn make fuck hostile stand come meet maker things enjoy heavenhell fuck wive tale head watch prayers cause play learn priesthood ultimate test life question things human father closer stranger listen bleed teach turn make fuck fuck fuck fuck hostile,102,0.0007412898687191,0.2469658705574586,0.1974842021983837,0.0301663828471193,0.0007412898490224,0.0007412898500362,0.0007412898705769,0.1403401885994922,0.314846005676922,0.0007412898897997,0.000741289886929,0.0007412898926783,0.0605605817350754,0.0007412899056648,0.0007412898914462,0.0007412899149242,0.4519657749377234,0.6693331282209061,0.000147590509629,4.676113360323888e-05,0.4971145919208574,0.960959741685626,obscene,0.4
47064,jane's addiction,mountain song,1988,blues,comin mountain children everybody opinion everybody opinion hold hurt jump flesh say cash cash cash cash baby cash cash miss cash baby comin mountain child eye opinion opinion hold hurt jump flesh say,33,0.0915168651192901,0.001879699272301,0.0018796992519091,0.0018796992490547,0.0018796995192711,0.0018796992952301,0.0918576179048158,0.0018796994066113,0.4816083709435926,0.0018796992594898,0.0667169999188804,0.0936010301909715,0.0707591298228321,0.0018796992605605,0.0813835941287061,0.0018796995333899,0.2840896783277375,0.7397892469810015,0.0155612606036753,0.0255060728744939,0.2982275350370981,0.9319298060159636,obscene,0.4571428571428571
10768,the sundays,skin & bones,1990,pop,know wonder know home world better know good yeah loathsome style work vanity waste time inside cardigan dress dress dress sick care actually flesh blood thing flesh blood know wonder know home world better shan care actually flesh blood thing skin bone actually flesh blood flesh blood wrong wrong individual doubt thing flesh blood skin bone yeah,57,0.0011961722690341,0.3071993862266988,0.0408687644798688,0.001196172379449,0.0479661975969272,0.0011961724930535,0.001196172252807,0.4021481373941019,0.0011961723149163,0.0491289321882682,0.0011961723156226,0.0011961722632243,0.0011961722650256,0.1117615191884991,0.0011961722681765,0.0265729953427131,0.5061193544893319,0.6909981283491013,0.6054212905836251,0.1062753036437246,0.2724649629018961,0.4514343190698247,violence,0.4285714285714285
58029,b.t. express,let yourself go,1982,jazz,hold matter hold hold matter gotta hold want life sure regret reach save grab hold hold matter gotta hold hold matter hold people goals want attempt dream vain mind gonna know hold hold matter hold hold matter hold understand get doubt holdin away hold matter gotta hold hold matter hold hold hold matter hold hold hold hold matter hold,59,0.000939849630854,0.0009398496524016,0.1997497957704054,0.000939849669395,0.0009398496295863,0.0009398496267988,0.4787856647029563,0.1668403587968078,0.000939849707726,0.0009398496316875,0.0009398496909292,0.000939849639304,0.0009398497386424,0.0009398496338116,0.0009398497934696,0.0009398496342705,0.7541427488356981,0.7416096197728379,0.0570271656899254,0.0009767206477732,0.7248557295960427,0.6186067072365022,romantic,0.5428571428571428
10695,simple minds,belfast child,1989,pop,say meet gallow tree news bring offer trouble abound soon gonna pull return belfast child sing brothers sisters look right crowd life spend church government sadness abound soon gonna pull return belfast child sing belfast child sing come come home come away long streets mother go girls cry long father call come home come home come home come people go rag emerald isle flesh blood flesh blood girls cry lose streets streets cold come home come home streets life go return belfast child sing belfast child sing,87,0.0716999220658152,0.0763745191009686,0.0498362539945869,0.0007412899269303,0.000741289853592,0.0007412898599043,0.0007412898495898,0.000741289862479,0.0007412898710372,0.3724656952690432,0.1837824479406158,0.0007412898764301,0.2077223439984546,0.0007412899267759,0.0007412899104435,0.0007412898968246,0.1086320805805264,0.7002281875753147,0.3172683908317177,0.0652834008097166,0.3208985985160759,0.5124972872025633,music,0.4428571428571428
55570,jack jones,toys in the attic,1963,jazz,time memories return time heartache yearn shade blue crowd remember time wonder happen wonder happen goodbye sigh slip away think night summertime sight mind night summertime heart blind time memories return heartache yearn better store dream away like break toy attic memories yesterdays,43,0.0015037594109995,0.001503759439389,0.001503759539931,0.2102127233489603,0.0015037593985177,0.0015037594163573,0.0422104524839641,0.1557018034572085,0.0015037595035839,0.0486259107048435,0.0440808963347119,0.1677061298851715,0.0015037594117416,0.0015037595067688,0.313416970515408,0.0015037594020527,0.093469078306076,0.5438299617978104,0.5220878735822024,0.0002317813765182,0.1508656224237428,0.2272030918282933,sadness,0.8142857142857143
64687,jah shaka,school of dub,1986,reggae,stone stone stone face stone stone face smile rave beef bounty like lady bar shake hate shit hate kick door silly likkle draw couldn fuck door music stack tshirts factory school kind match gingerbread catch actually music naturally army capture rave beef bounty like lady bar shake rave beef bounty like lady bar shake bar shake stiff need slick walk hold stick roll roll prick everybody know bits record tune rude wanna beat bitch yout ting lilo stitch crazy like titch gonna stop spit till gonna stop spit till mean mill whip house hill whip house hill rave beef bounty like lady bar shake rave beef bounty like lady bar shake get rude get move boys eat like fufu ting like tutu wear garms wear fubu see girl beat wuku dappy duku play silly game like sudoku promoters care care smart high game like crowd hype dumb think bright yout wasteman bloke dude high game seye view truth like rave beef bounty like lady bar shake rave beef bounty like lady bar shake rave beef bounty like lady bar shake rave beef bounty like lady bar shake,187,0.0906138184086746,0.0005159959112633,0.0005159958880329,0.0005159958776268,0.0005159959121235,0.0005159958743899,0.000515995934041,0.0383542501363674,0.304281975447093,0.0005159959354367,0.1219244198114979,0.0228438427269654,0.0932225757602093,0.1782489077878869,0.0005159958907669,0.000515995873012,0.8646160511209792,0.5796477194061994,0.0187741152350554,0.8350202429149797,0.5321516900247321,0.2812588341097339,obscene,0.4857142857142857
62353,bing crosby,let's start the new year right,2014,jazz,crosbybob crosby orchestra write peak billboard position minute midnight minute minute goodbye hello start year right clock tonight light begin kiss year kiss year watch year fond goodbye hop high kite wrong start year right watch year fond goodbye hop high kite wrong start year right,46,0.0014224751089709,0.0014224751257506,0.0014224751603183,0.3631631973694526,0.0014224751098725,0.0014224751075853,0.1670589638825731,0.0014224751498506,0.0014224751769175,0.2480502171813673,0.0014224751670913,0.2003904944269948,0.0014224752797273,0.0014224751275056,0.0014224751793101,0.001422475115048,0.3187479692407668,0.5896213111811911,0.9487951293123787,0.7540485829959515,0.3600577081615828,0.1551287687863725,night/time,0.0857142857142857
